"stop_id","stop_lon","stop_lat","stop_name"
"pcv_136","-8.291111","40.295082","Chã"
"pcv_137","-8.290988","40.2952","Chã"
"pcv_138","-8.276501","40.295792","Vale Gonçalo"
"pcv_139","-8.276859","40.296147","Vale Gonçalo"
"pps_049","-7.780566","40.095698","Machialinho"
"1029","-8.426775","40.164178","Casal de S. João - Sent. M. dos Pereiros"
"pps_048","-7.784802","40.08318","Porto de Vacas"
"1028","-8.426687","40.164237","Casal de S. João - Sent. Carvalhais"
"1027","-8.432049","40.165855","Largo Poço do Mato - Sent. M. dos Pereiros"
"1026","-8.432033","40.166037","Largo Poço do Mato - Sent. Carvalhais"
"1025","-8.407097","40.182954","R. O Conimbricence 2 - sent. Polo Ii"
"1024","-8.409075","40.216752","Rua José Alberto dos Reis"
"1023","-8.429275","40.207274","Largo da Portagem"
"pps_041","-7.813612","40.070761","Esteiro (X)"
"pps_040","-7.814316","40.152679","Meãs"
"pps_043","-7.809711","40.081529","Esteiro (Capela)"
"pps_042","-7.809966","40.130796","Unhais-o-Velho"
"pps_045","-7.800893","40.123692","Portela de Unhais"
"pps_044","-7.808108","40.045759","Janeiro de Baixo"
"pps_047","-7.78814","40.116219","Póvoa da Raposeira"
"pps_046","-7.789912","40.107117","Selada Porta"
"pcv_100","-8.314466","40.278456","Sernelha (Pinhal)"
"pcv_101","-8.314372","40.278526","Sernelha (Pinhal)"
"pcv_102","-8.353906","40.27926","Agrelo (Soito)"
"1044","-8.40856","40.142707","Rua da Oliveira - Céstas - Sent. Coimbra"
"pcv_107","-8.356721","40.280237","Agrelo (Outeiro)"
"1043","-8.410899","40.146243","Rua do Meio - Sent. Almalaguês"
"pcv_108","-8.317315","40.280271","Sernelha (Alegria)"
"1042","-8.410751","40.146968","Rua do Meio - Sent. Coimbra"
"ohp_102","-7.891155","40.382571","Travanca de Lagos (Covêlo)"
"pcv_109","-8.317509","40.280372","Sernelha (Alegria)"
"1041","-8.411926","40.148078","Portela do Gato - Sent. Almalaguês"
"1040","-8.412121","40.148274","Portela do Gato - Sent. Coimbra"
"ohp_104","-7.900876","40.386671","Travanca de Lagos (Campo Futebol)"
"pcv_103","-8.346546","40.279332","Granja"
"ohp_103","-7.900894","40.386745","Travanca de Lagos (Campo Futebol)"
"pcv_104","-8.346753","40.279334","Granja"
"ohp_106","-7.9135","40.398521","Andorinha (Alqueve)"
"pcv_105","-8.354202","40.279439","Agrelo (Soito)"
"ohp_105","-7.911687","40.388104","Andorinha (X)"
"pcv_106","-8.35662","40.280116","Agrelo (Outeiro)"
"ohp_108","-7.884811","40.362239","Urzela"
"pps_016","-7.97303","40.053942","Sobral de Cima"
"pps_015","-7.976193","40.076333","Moradias"
"1039","-8.415705","40.152508","Rua da Portela - 3 - Sent. Almalaguês"
"pps_018","-7.971779","40.069999","Moninho"
"1038","-8.415573","40.152085","Rua da Portela - 3 - Sent. Coimbra"
"ohp_109","-7.892275","40.360708","Bobadela"
"pps_017","-7.972255","40.060134","Sobral de Cima (X)"
"1037","-8.417838","40.159009","Rua da Portela - 2 - Sent. Almalaguês"
"1036","-8.417889","40.158688","Rua da Portela - 2 - Sent. Coimbra"
"pps_019","-7.969764","40.029906","Aldeia Cimeira (X)"
"1035","-8.419672","40.161323","Rua da Portela - 1 - Sent. Almalaguês"
"1034","-8.419099","40.161128","Rua da Portela - 1 - Sent. Coimbra"
"pps_012","-7.978144","40.004994","Maria Gomes"
"pps_011","-7.98368","40.045444","Covões (X)"
"pps_014","-7.977539","40.090118","Soerinho"
"pps_013","-7.976838","40.028438","Aldeia Cimeira"
"pcv_110","-8.299239","40.281527","Vale de Lagar"
"pcv_111","-8.299519","40.281613","Vale de Lagar"
"pcv_112","-8.338602","40.282118","Figueira do Lorvão (Chãs)"
"pcv_113","-8.338485","40.282227","Figueira do Lorvão (Chãs)"
"1055","-8.39146","40.135303","Rua dos Pereiros - Sent. Almalaguês (centro)"
"pcv_118","-8.196412","40.284721","Hombres"
"1054","-8.391957","40.135199","Rua do Santo Cristo - Sent. Coimbra"
"pcv_119","-8.321661","40.284755","Gavinhos (X Póvoa)"
"1053","-8.393327","40.134145","Rua da Estr. Nova 1 - Sent. Almalaguês (centro)"
"1052","-8.393584","40.13419","Rua da Estr. Nova 1- Sent. Coimbra"
"1051","-8.397196","40.136203","Rua dos Lagos - 2 - Sent. Almalaguês"
"pcv_114","-8.301882","40.283386","Casal de Santos"
"1050","-8.397603","40.136191","Rua dos Lagos - 2 - Sent. Coimbra"
"pcv_115","-8.242679","40.283412","Miro (X M534)"
"pcv_116","-8.242704","40.283541","Miro (X M534)"
"pcv_117","-8.301942","40.283575","Casal de Santos"
"pps_027","-7.91476","40.061418","Sobral Valado"
"pps_026","-7.921047","40.148819","Fajão"
"pps_029","-7.902619","40.043038","Sancha Moura"
"1049","-8.402574","40.136729","Rua dos Lagos - 1 - Sent. Almalaguês"
"pps_028","-7.909206","40.018628","Sobral Magro"
"1048","-8.40225","40.136459","Rua dos Lagos - 1 - Sent. Coimbra"
"1047","-8.404945","40.139978","Outeiro de Bera - Sent. Almalaguês"
"1046","-8.405019","40.140203","Outeiro de Bera - Sent. Coimbra"
"1045","-8.408746","40.142876","Rua da Oliveira - Céstas - Sent. Almalaguês"
"pps_021","-7.966081","40.017911","Vale Serrão (X)"
"pps_020","-7.967276","39.992227","Lomba do Barco"
"pps_023","-7.949007","40.046444","Pampilhosa da Serra (Bombeiros)"
"pps_022","-7.956699","40.046907","Pampilhosa da Serra (UCC)"
"pps_025","-7.929372","40.051419","Cadavoso"
"pps_024","-7.93065","40.021114","Lobatos"
"pcv_165","-8.299541","40.305768","São Paulo (X)"
"pcv_166","-8.299581","40.305839","São Paulo (X)"
"pcv_167","-8.323246","40.305991","Espinheira"
"pcv_168","-8.323156","40.306109","Espinheira"
"pcv_161","-8.369756","40.305424","Monte Redondo (Vale d'Eira)"
"pps_081","-7.881834","40.072865","Foz do Ribeiro"
"pcv_162","-8.369743","40.305564","Monte Redondo (Vale d'Eira)"
"pps_080","-7.877224","40.071323","Porto de Égua"
"pcv_163","-8.273958","40.30564","Boas Eiras"
"pcv_164","-8.274187","40.305692","Boas Eiras"
"pps_082","-7.890278","40.101272","Sobralinho"
"1066","-8.369686","40.20228","Rua de São Bento 1"
"1065","-8.372035","40.207015","Rua 25 Abril 1 - Vale de Canas - Sent. Olivais"
"1064","-8.370604","40.200085","Rua de São Bento - Cz. E.n. 110"
"1063","-8.490193","40.27475","Fonte da Portela - Mourelos"
"1062","-8.486842","40.275964","Mourelos - sent. Granja de Ança"
"cnt_237","-8.677914","40.417815","Quintã"
"pcv_169","-8.352994","40.306194","Alagoa (Padeiros)"
"cnt_238","-8.679913","40.40421","Corticeiro (X)"
"cnt_239","-8.680004","40.404048","Corticeiro (X)"
"cnt_244","-8.634622","40.382011","Pontão"
"cnt_245","-8.633269","40.381115","Pontão"
"cnt_246","-8.62359","40.376428","Varziela (X)"
"cnt_247","-8.623439","40.376661","Varziela (X)"
"1059","-8.418965","40.19305","Mendes Silva, Av. - Quinta da Nora - Dir. Portagem"
"cnt_240","-8.658867","40.393919","Barracão"
"1058","-8.391231","40.130178","Largo do Terreiro - Almalaguês (centro)"
"cnt_241","-8.657928","40.392903","Barracão"
"1057","-8.390149","40.13525","Rua de Santiago - Sent. Coimbra"
"cnt_242","-8.656769","40.392688","Barracão"
"1056","-8.390296","40.135157","Rua de Santiago - Sent. Almalaguês (centro)"
"cnt_243","-8.656946","40.393418","Barracão"
"pps_074","-7.860597","40.094424","Vidual de Baixo"
"pps_073","-8.007019","40.014675","Vale Pereiras / Machio de Cima"
"pps_076","-7.862322","40.089458","Vale Grande"
"pcv_160","-8.165996","40.305374","São Pedro de Alva (Cemitério)"
"pps_075","-7.951087","40.072875","Póvoa"
"pps_078","-7.889774","40.097901","Ribeiros (X)"
"pps_077","-7.869789","40.092904","Vale Grande (X)"
"pps_079","-7.89225","40.103733","Malhou"
"pcv_176","-8.373322","40.308115","Monte Redondo (Lavadouro)"
"pcv_177","-8.373445","40.308247","Monte Redondo (Lavadouro)"
"pcv_178","-8.242224","40.308614","Coiço"
"pps_090","-8.028428","40.000458","Portela Trinhão"
"pcv_179","-8.24209","40.308699","Coiço"
"pcv_172","-8.189029","40.306414","Vale da Vinha"
"pps_092","-8.021658","40.014696","Machio de Cima"
"pcv_173","-8.169724","40.306808","Quintela"
"pps_091","-8.028715","40.011054","Machio de Baixo"
"pcv_174","-8.155025","40.307577","Castinçal / Sobral (X)"
"pps_094","-8.002474","40.012546","Vale Pereiras (X)"
"pcv_175","-8.202534","40.307876","Arroteia"
"pps_093","-8.006917","40.014595","Vale Pereiras / Machio de Cima"
"1077","-8.395205","40.247022","Rua da Almaziva (s.p.frades) - sent. Lordemão"
"1076","-8.395565","40.247254","Rua da Almaziva (s.p.frades) - sent. Eiras"
"1075","-8.402107","40.2422","Est. Principal do Vale Velho - Cz. Bairro das Fachadas - sent. Lordemão"
"1074","-8.514905","40.188638","Rua de Baixo - Reveles - sent. Taveiro"
"1073","-8.514619","40.188526","Rua de Baixo - Reveles - sent. Vila Pouca"
"cnt_248","-8.622236","40.370482","Varziela"
"1072","-8.416876","40.221275","Av.afonso Romão - Polo Iii"
"cnt_249","-8.633949","40.371552","Franciscas"
"1071","-8.394722","40.134871","Rua da Estr. Nova 2 - Sent. Almalaguês (centro)"
"1070","-8.395161","40.135438","Rua da Estr. Nova 2 - Sent. Coimbra"
"cnt_255","-8.646297","40.369589","Lírios"
"cbr_332","-8.395793","40.110578","Rio de Galinhas (Bairro Largo)"
"cnt_256","-8.678892","40.37005","Criação"
"cbr_333","-8.395888","40.110601","Rio de Galinhas (Bairro Largo)"
"cnt_257","-8.678829","40.370118","Criação"
"cnt_258","-8.678285","40.381153","São Caetano (Igreja)"
"cnt_251","-8.634077","40.371361","Franciscas"
"1069","-8.449641","40.287214","Estrada do Lameirão - sent. Adões"
"cnt_252","-8.637394","40.370474","Tarelhos"
"1068","-8.447206","40.28909","Rua do Lagar  - Sargento Mor"
"cnt_253","-8.637427","40.370367","Tarelhos"
"1067","-8.37148","40.20591","Rua 25 Abril 2 - Vale de Canas - Sent. Olivais"
"cnt_254","-8.646317","40.369673","Lírios"
"pps_085","-8.015056","40.110061","Catraia do Rolão"
"pps_084","-8.038086","40.091381","Malhada da Serra"
"pcv_170","-8.188921","40.306274","Vale da Vinha"
"pps_087","-7.987356","40.081792","Carvalho (X N112)"
"cnt_250","-8.634117","40.371517","Franciscas"
"pcv_171","-8.353117","40.306333","Alagoa (Padeiros)"
"pps_086","-7.97207","40.060169","Sobral de Cima (X)"
"pps_089","-8.06218","39.982618","Portela do Fojo"
"pps_088","-8.078538","39.971966","Folgares"
"1080","-8.368433","40.246539","Rua do Regatinho - cz R.do Cabeço - sent. Golpe"
"pcv_143","-8.272704","40.297503","Besteiro"
"pcv_144","-8.337825","40.297604","Telhado (Capela)"
"pcv_146","-8.195043","40.298103","Ribeira"
"pcv_140","-8.212206","40.297","Laborins"
"pcv_141","-8.337774","40.297429","Telhado (Capela)"
"pps_061","-8.021825","40.014703","Machio de Cima"
"pcv_142","-8.272576","40.297451","Besteiro"
"pps_060","-8.023769","40.051699","Pessegueiro (Praia Fluvial)"
"1088","-8.548057","40.180899","Rua de Condeixa - Cemitério - sent. Lameira"
"cnt_219","-8.629605","40.390793","Fontinha"
"1087","-8.414527","40.222691","Hosp. Pediátrico - Cir. Interna"
"1086","-8.509321","40.196303","Parque Industrial Taveiro 2"
"1085","-8.512679","40.198244","Parque Industrial Taveiro 1"
"1084","-8.411268","40.182887","Praia do Rebolim - sent. Polo Ii"
"cnt_215","-8.631346","40.401365","Febres (EB1)"
"pcv_147","-8.22742","40.300156","Paredes (Eiras)"
"1083","-8.411568","40.185406","R. Abílio Fernandes - sent. Polo Ii"
"cnt_216","-8.622664","40.389527","Pedreira"
"pcv_148","-8.34004","40.301458","Telhado (Vale da Sobreira)"
"1082","-8.390881","40.173765","Estrada da Beira - cz R. dos Correios - sent. Coimbra"
"pcv_149","-8.318728","40.301524","Espinheira (X IP3)"
"1081","-8.368193","40.246759","Rua do Regatinho - cz R.do Cabeço - sent. Carapinheira"
"cnt_218","-8.629511","40.390722","Fontinha"
"cbr_365","-8.440885","40.185854","Alto dos Barreiros (X)"
"cnt_222","-8.645114","40.406507","Chorosa"
"cbr_366","-8.442036","40.185429","Alto dos Barreiros (X)"
"cnt_223","-8.64506","40.406646","Chorosa"
"pps_059","-8.028811","40.011133","Machio de Baixo"
"cbr_363","-8.431998","40.19532","Quinta da Várzea (N17)"
"cnt_224","-8.655554","40.414746","Vilamar (X Chorosa)"
"cbr_364","-8.431464","40.195572","Quinta da Várzea (N17)"
"cnt_225","-8.655525","40.414809","Vilamar (X Chorosa)"
"cbr_361","-8.417419","40.165909","Pereiros"
"cbr_362","-8.416872","40.165929","Pereiros"
"1079","-8.37275","40.23067","Rua 25 de Abril - Cova do Ouro - sent. Coimbra"
"cnt_220","-8.636148","40.407132","Balsas (EB1)"
"1078","-8.372469","40.230812","Rua 25 de Abril - Cova do Ouro - sent. Dianteiro"
"cnt_221","-8.636288","40.407466","Balsas (EB1)"
"cbr_360","-8.418169","40.164702","Marco dos Pereiros (Estação Elétrica)"
"pps_052","-8.09548","39.951826","Padrões"
"pps_051","-7.756316","40.091712","Carregal"
"pps_054","-8.078609","39.97198","Folgares"
"pps_053","-7.745406","40.102318","Dornelas do Zêzere"
"pps_056","-8.041276","40.103465","Malhada da Serra (X)"
"pps_055","-8.062138","39.982691","Portela do Fojo"
"cbr_367","-8.435521","40.188038","Urb. Banhos Secos"
"pps_058","-8.028213","40.000491","Portela Trinhão"
"cbr_368","-8.436091","40.187427","Urb. Banhos Secos"
"pps_057","-8.034388","40.050007","Telhada"
"pcv_154","-8.366709","40.303813","Monte Redondo (Bairro Almas)"
"1090","-8.467588","40.201646","Fala - travessa da Rua Esc. Nova"
"pcv_155","-8.366716","40.304017","Monte Redondo (Bairro Almas)"
"pcv_156","-8.229961","40.304402","Porto da Raiva"
"pcv_157","-8.161032","40.304742","São Pedro de Alva (EBI)"
"pcv_150","-8.318531","40.301638","Espinheira (X IP3)"
"pps_070","-7.815405","40.146845","Meãs (X Alto Ceira)"
"pcv_151","-8.339904","40.301733","Telhado (Vale da Sobreira)"
"pcv_152","-8.207631","40.302257","Carvalhal"
"pps_072","-7.919093","40.031271","Signo Samo"
"pcv_153","-8.144926","40.303811","Cruz do Soito"
"pps_071","-7.992601","40.00587","Portela de Maria Gomes"
"cnt_226","-8.660676","40.418255","Vilamar (Igreja)"
"pcv_158","-8.356651","40.305285","Alagoa (Lameiro)"
"cnt_227","-8.660591","40.418293","Vilamar (Igreja)"
"pcv_159","-8.35672","40.305336","Alagoa (Lameiro)"
"cnt_228","-8.662222","40.420315","Vilamar (Rua Catalão)"
"cnt_229","-8.662193","40.420376","Vilamar (Rua Catalão)"
"cnt_233","-8.674755","40.427051","Corticeiro de Cima (Igreja)"
"cnt_234","-8.675206","40.427457","Corticeiro de Cima (Igreja)"
"cnt_235","-8.674395","40.427231","Corticeiro de Cima (Igreja)"
"cnt_236","-8.677804","40.417791","Quintã"
"cnt_230","-8.666724","40.424688","Corticeiro de Cima (Alto)"
"cnt_231","-8.666663","40.424752","Corticeiro de Cima (Alto)"
"1089","-8.548269","40.181054","Rua de Condeixa - Cemitério - sent. Arzila"
"cnt_232","-8.674897","40.42721","Corticeiro de Cima (Igreja)"
"pps_063","-8.040889","40.06622","Algares (X)"
"pps_062","-8.018799","40.035732","Coelhal"
"pps_065","-8.028003","40.110311","Braçal (X)"
"pps_064","-8.07173","39.986643","Amoreira Fundeira (X)"
"cbr_358","-8.417831","40.159004","Marco dos Pereiros (Vale do Forno)"
"pps_067","-7.98734","40.081889","Carvalho (X N112)"
"cbr_359","-8.417684","40.165376","Marco dos Pereiros (Estação Elétrica)"
"pps_066","-7.851084","40.055926","Brejas do Barco"
"pps_069","-7.812521","40.079588","Esteiro (Cemitério)"
"cbr_357","-8.417868","40.158689","Marco dos Pereiros (Vale do Forno)"
"pps_068","-7.850385","40.089878","Casal da Lapa"
"cnt_280","-8.644977","40.322186","Quintã"
"cnt_281","-8.648547","40.321031","Pontes (X Guimera)"
"cnt_283","-8.648735","40.32099","Pontes"
"cnt_299","-8.645599","40.306359","Casal (ACDC)"
"200","-8.454707","40.275288","Trouxemil (inicio da Estrada para Cioga)"
"201","-8.455819","40.27266","Estrada para Cioga do Monte (cruz. para Rios Frios)"
"202","-8.454454","40.277726","C. M. 1138 - Trouxemil -sent. Coimbra"
"cnt_295","-8.656667","40.321412","Aljuriça"
"203","-8.451097","40.267639","Cioga do Monte"
"cnt_296","-8.64112","40.308671","Casal (Capela)"
"204","-8.460434","40.262512","Alcarraques - junto à Capela - Sent. Rios Frios"
"cnt_297","-8.64119","40.308548","Casal (Capela)"
"205","-8.454268","40.26827","Alto da Cioga"
"206","-8.452237","40.266734","Cioga do Monte (centro)"
"207","-8.460488","40.262323","Alcarraques (términus 2a) - junto à Capela - Sent. Adémia"
"208","-8.459994","40.260985","Alcarraques - Casa da Mestra (junto ao Fontenário) - Sent. Rios Frios"
"cnt_293","-8.656903","40.321281","Aljuriça"
"209","-8.459198","40.260546","Alcarraques - Casa da Mestra (junto ao Fontenário) - Sent. Adémia"
"pcv_187","-8.268368","40.311242","Carvalhais (X)"
"pcv_188","-8.332877","40.313547","Sazes do Lorvão"
"pcv_189","-8.332686","40.313575","Sazes do Lorvão"
"pcv_183","-8.223939","40.310357","Lavradio"
"pcv_184","-8.179915","40.310414","Silveirinho"
"pcv_185","-8.185099","40.310699","Carvalhedo"
"pcv_186","-8.268521","40.311166","Carvalhais (X)"
"cnt_259","-8.678215","40.381081","São Caetano (Igreja)"
"cnt_266","-8.663229","40.389802","Perboi de Cima"
"210","-8.460501","40.257021","Est. de Alcarraques (barrios) - Sent. Rios Frios"
"cnt_267","-8.663205","40.389729","Perboi de Cima"
"211","-8.460837","40.256355","Est. de Alcarraques (barrios) - Sent. Adémia"
"cnt_268","-8.681256","40.39368","Sardão"
"212","-8.458745","40.259943","Est. de Alcarraques (celeiro) - Sent. Rios Frios"
"cnt_269","-8.681181","40.393555","Sardão"
"213","-8.458894","40.25955","Est. de Alcarraques (celeiro) - Sent. Adémia"
"cnt_262","-8.673556","40.384376","Perboi de Baixo"
"214","-8.455232","40.251253","E. N. 111 (centro de Saúde da Adémia) - Sent. Alcarraques"
"cnt_263","-8.673644","40.384442","Perboi de Baixo"
"215","-8.454637","40.251041","E. N. 111 (centro de Saúde da Adémia) - Sent. Coimbra"
"cnt_264","-8.669417","40.387071","Perboi"
"216","-8.451389","40.250642","E. N. 111 Adémia (após P. de Nível) - Sent. Alcarraques"
"cnt_265","-8.668787","40.387469","Perboi"
"cbr_329","-8.393801","40.107918","Porto de Vendas"
"pps_096","-8.070024","39.985529","Amoreira Fundeira (X)"
"218","-8.459153","40.209743","Est. Nova (s. M. Bispo) - Cruz das Cruzes - Sent. Bencanta"
"pcv_180","-8.189855","40.308747","Vale da Vinha (X)"
"pps_095","-7.978151","40.004855","Maria Gomes"
"219","-8.451559","40.214459","E. N. 341 (esc. Sup. Agrária) - Sent. Taveiro"
"cnt_260","-8.675742","40.383318","São Caetano (X Sardão)"
"cbr_327","-8.387058","40.107565","Monforte"
"pcv_181","-8.260867","40.308889","Gondelim"
"pps_098","-7.969418","40.029938","Aldeia Cimeira (X)"
"cnt_261","-8.675814","40.383399","São Caetano (X Sardão)"
"cbr_328","-8.393713","40.107992","Porto de Vendas"
"pcv_182","-8.260915","40.309054","Gondelim"
"pps_097","-7.9657","40.0182","Vale Serrão (X)"
"cbr_326","-8.38695","40.107576","Monforte"
"pps_099","-7.97717","40.028409","Aldeia Cimeira"
"pcv_198","-8.31668","40.324071","Carvalho Velho (X)"
"pcv_199","-8.186456","40.324296","Travanca do Mondego"
"pcv_194","-8.183955","40.319991","Aguieira (X M532)"
"pcv_195","-8.225882","40.323718","Oliveira Mondego (Carril)"
"pcv_196","-8.225725","40.323888","Oliveira Mondego (Carril)"
"pcv_197","-8.31657","40.324011","Carvalho Velho (X)"
"220","-8.451255","40.2142","E. N. 341 (esc. Sup. Agrária) - Sent. Coimbra"
"cnt_277","-8.642259","40.325459","Cadima (Junta de Freguesia)"
"221","-8.45606","40.214383","E. N. 341 - Bencanta (apeadeiro) - Sent. Taveiro"
"cnt_278","-8.642456","40.32569","Cadima (Junta de Freguesia)"
"222","-8.456013","40.213922","Bencanta (estrada de acesso à Esc. Agrária) - Sent. Coimbra"
"cnt_279","-8.645073","40.321445","Quintã"
"223","-8.416845","40.256158","Rua da Tojeira (norte)"
"224","-8.458994","40.214453","E. N. 110-2 - Bencanta (junta de Freguesia) - Sent.coimbra"
"cnt_273","-8.63225","40.321465","Cadima (Estação)"
"225","-8.45649","40.212394","Ladeira de S. Martinho (res. Universitária) - Sent. Coimbra"
"cnt_274","-8.64485","40.330125","Cadima (Centro Educativo)"
"226","-8.456732","40.212008","Ladeira de S. Martinho (res. Universitária) - Sent. Covões"
"cnt_275","-8.645371","40.330145","Cadima (Centro Educativo)"
